Date,Open,High,Low,Close,Volume
2021-10-14,45.75,46.45,45.21,46.26,2595365
2021-10-15,46.27,46.59,46.06,46.36,2973506
2021-10-18,46.39,46.47,45.04,45.13,2900402
2021-10-19,45.07,45.82,44.23,45.78,3984741
2021-10-20,45.87,46.87,45.76,46.64,2975899
2021-10-21,46.44,46.81,46.22,46.66,1970574
2021-10-22,46.65,46.98,46.52,46.78,1491925
2021-10-25,46.90,47.43,46.63,46.91,2017128
2021-10-26,47.08,47.48,46.84,47.24,1993027
2021-10-27,47.25,47.40,46.88,47.05,1798749
2021-10-28,46.94,47.25,46.64,47.19,1673032
2021-10-29,46.87,47.69,46.72,47.12,3379273
2021-11-01,47.44,48.06,47.40,47.91,2146690
2021-11-02,47.95,48.47,47.94,48.40,2871038
2021-11-03,48.41,48.75,48.06,48.65,2334202
2021-11-04,48.82,49.20,48.29,48.36,1972173
2021-11-05,48.36,48.58,47.93,48.14,2279876
2021-11-08,48.25,48.69,48.16,48.42,1919857
2021-11-09,49.48,50.19,49.14,49.14,3703576
2021-11-10,49.39,50.03,48.76,49.62,3201356
2021-11-11,49.62,49.79,49.11,49.24,1991999
2021-11-12,49.38,49.82,49.14,49.18,2247535
2021-11-15,49.18,49.41,48.71,48.77,1711118
2021-11-16,48.66,48.97,48.53,48.53,1974335
2021-11-17,48.50,48.56,47.99,48.31,2509295
2021-11-18,48.17,48.25,47.70,47.73,2286031
2021-11-19,47.85,48.00,46.49,46.60,4544149
2021-11-22,46.88,47.03,46.31,46.67,2693431
2021-11-23,46.42,47.38,46.40,47.14,2711486
2021-11-24,47.07,47.19,45.81,45.96,3460615
2021-11-25,46.04,46.15,45.79,45.92,2009929
2021-11-26,45.37,45.37,44.00,44.09,5036499
2021-11-29,44.47,44.55,43.68,43.88,3396678
2021-11-30,43.57,43.69,42.82,43.10,5823669
2021-12-01,43.16,44.08,43.08,43.93,3425864
2021-12-02,43.57,43.81,43.38,43.51,3055218
2021-12-03,43.63,43.76,42.61,42.85,4169355
2021-12-06,43.17,43.35,42.51,43.17,4171772
2021-12-07,43.17,43.17,43.17,43.17,0
2021-12-08,44.43,44.83,44.15,44.29,2628899
2021-12-09,44.39,44.68,44.05,44.33,2204413
2021-12-10,45.19,45.66,44.83,45.13,3617352
2021-12-13,45.33,46.55,44.71,45.09,5521261
2021-12-14,45.31,45.67,44.79,44.93,2688710
2021-12-15,44.97,45.13,44.08,44.48,3056948
2021-12-16,44.92,45.60,44.83,45.22,3403857
2021-12-17,45.08,45.43,44.89,45.05,5025504
2021-12-20,44.23,44.23,43.18,43.91,3334442
2021-12-21,44.05,44.59,43.75,44.15,3143313
2021-12-22,44.01,44.32,43.86,44.28,1448260
2021-12-23,44.49,45.23,44.46,45.14,2281520
2021-12-27,45.02,45.71,45.00,45.59,1480275
2021-12-28,45.64,45.87,45.45,45.65,1412889
2021-12-29,45.60,45.74,45.38,45.46,1341451
2021-12-30,45.19,45.69,45.12,45.51,1558821
2022-01-03,45.88,46.35,45.70,46.16,2078776
2022-01-04,46.18,47.00,46.10,46.98,3116162
